Sales Table,,,,,,,,,,,,,,,,,
Company:Nationa Store,,,,,,,,,,,,,,,,,
Department,,,,,,,,,,,,,,,,,
Row ID,Order ID,Order Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Customer Rating,Selling Price
1569,MA-2015-131338,8/9/2023,NP-18325,Nature’s Spice Bazaar,Retailer,India,Ludhiana,Punjab,North,SOULFLOWER-2178482,Beauty & Cosmetics,Skin,Soulflower Brightening Wand Face Serum : 15 ml,5850,13,9,450
1570,GU-2016-109911,5/12/2022,VG-21805,The Masala Box,Restaurants,India,Ahmedabad,Gujarat,West,FACES-2178483,Beauty & Cosmetics,Skin,Faces Canada Glow Lift Serum Dragon Fruit : 27 ml,9882,18,8,549
1571,UT-2016-132423,4/15/2022,MY-18295,Curry & Co.,Restaurants,India,Indore,Madhya Pradesh,Central,DOT-2178484,Beauty & Cosmetics,Skin,Dot & Key Pomegranate Miracle Collagen Boost Retinol Youth Serum : 25 ml,7735,13,7,595
1572,UT-2016-132423,4/15/2022,MY-18295,Curry & Co.,Restaurants,India,Indore,Madhya Pradesh,Central,DOT-2178485,Beauty & Cosmetics,Skin,Dot & Key Cica & Cactus 2% Salicylic + Zinc Skin Clearing Serum : 20 ml,8379,21,7,399
1573,TA-2015-122826,6/23/2023,RD-19480,Nature’s Spice House,Retailer,India,Kochi,Kerala,South,L'OREAL-2178486,Beauty & Cosmetics,Skin,L'Oreal Revitalift Crystal Micro Essence : 65 ml,18377,23,7,799
1574,MA-2014-117317,10/19/2022,JF-15490,Green Roots Grocers,Retailer,India,Shimla,Himachal Pradesh,North,LAKME-2178487,Beauty & Cosmetics,Skin,Lakme Absolute Perfect Radiance Serum : 15 ml,3289,11,8,299
1575,MA-2015-118423,3/24/2023,DP-13390,GlobalMax Hyperstore,Super Store,India,Thiruvananthapuram,Kerala,South,LAKME-2178488,Beauty & Cosmetics,Skin,Lakme Absolute Youth Infinity Serum : 15 ml,12974,26,9,499
1576,PU-2017-149181,5/8/2023,MD-17350,Pure & Organic Mart,Retailer,India,Bhubaneswar,Odisha,East,FACES-2178489,Beauty & Cosmetics,Skin,Faces Canada Pink Aloe Fresh Eyes Serum : 15 ml,14823,27,7,549
1577,MA-2017-132234,10/16/2023,MY-17380,The Tasty Spoon,Restaurants,India,Lucknow,Uttar Pradesh,North,OLAY-2178490,Beauty & Cosmetics,Skin,Olay Luminous Tone Perfecting Hydrating Essence : 7 ml,8027,23,7,349
1578,UT-2017-158876,11/19/2023,AB-10150,The Fresh Spice Hub,Retailer,India,Gurgaon,Haryana,North,LAKME-34632589,Beauty & Cosmetics,Face,Lakme Perfecting Liquid Foundation - Pearl : 27 ml,3762,18,4,209
1579,UT-2017-158876,11/19/2023,AB-10150,The Fresh Spice Hub,Retailer,India,Gurgaon,Haryana,North,BLUE-34632590,Beauty & Cosmetics,Face,Blue Heaven HD All In One Makeup Stick - Vanilla Very Fair : 10 gms,1760,11,6,160
1580,UT-2017-158876,11/19/2023,AB-10150,The Fresh Spice Hub,Retailer,India,Gurgaon,Haryana,North,MAYBELLINE-34632591,Beauty & Cosmetics,Face,Maybelline New York Foundation Tube - 115 Ivory : 18 ml,7896,24,9,329
1581,UT-2017-158876,11/19/2023,AB-10150,The Fresh Spice Hub,Retailer,India,Gurgaon,Haryana,North,FACES-34632592,Beauty & Cosmetics,Face,Faces Canada 3in1 Matte Foundation - Absolute Ivory : 25 ml,6039,11,9,549
1582,MA-2016-164672,5/8/2022,GB-14530,Savory & Sweet,Restaurants,India,Indore,Madhya Pradesh,Central,FACES-34632593,Beauty & Cosmetics,Face,Faces Canada Matte Finish Foundation - Natural 03: 15 ml,3150,14,7,225
1583,UT-2016-132857,12/11/2022,CA-12775,Pure Spice Pantry,Retailer,India,Jalandhar,Punjab,North,LAKME-34632594,Beauty & Cosmetics,Face,Lakme 9to5 Primer + Matte Cover Foundation - N200 Neutral Nude : 25 ml,11550,22,9,525
1584,MA-2017-116645,11/30/2023,ME-17725,The Spice Market Grocers,Retailer,India,Bhopal,Madhya Pradesh,Central,LAKME-34632595,Beauty & Cosmetics,Face,Lakme 9to5 Mousse Foundation - Rose Honey : 25 gms,14950,23,5,650
1585,MA-2016-115819,4/19/2022,JO-15280,Nature’s Fresh Basket,Retailer,India,Amritsar,Punjab,North,INSIGHT-34632596,Beauty & Cosmetics,Face,Insight Ultra-Thin Foundation - 03 Sunbeige : 20 ml,5750,25,7,230
1586,MA-2016-115819,4/19/2022,JO-15280,Nature’s Fresh Basket,Retailer,India,Amritsar,Punjab,North,MAYBELLINE-34632597,Beauty & Cosmetics,Face,Maybelline New York Fit Me Liquid Foundation - 310 : 30 ml,16874,26,9,649
1587,MA-2016-115819,4/19/2022,JO-15280,Nature’s Fresh Basket,Retailer,India,Amritsar,Punjab,North,INSIGHT-34632598,Beauty & Cosmetics,Face,Insight HD Foundation - LNP15 : 20 ml,3025,11,8,275
1588,MA-2016-115819,4/19/2022,JO-15280,Nature’s Fresh Basket,Retailer,India,Amritsar,Punjab,North,LOTUS-34632599,Beauty & Cosmetics,Face,Lotus Make-Up Ecostay Foundation - Royal Pearl : 30 ml,17375,25,7,695
1589,MA-2016-115819,4/19/2022,JO-15280,Nature’s Fresh Basket,Retailer,India,Amritsar,Punjab,North,INSIGHT-34632600,Beauty & Cosmetics,Face,Insight HD Foundation - LN10 : 20 ml,7425,27,7,275
1590,MA-2016-115819,4/19/2022,JO-15280,Nature’s Fresh Basket,Retailer,India,Amritsar,Punjab,North,FACES-34632601,Beauty & Cosmetics,Face,Faces Canada Second Skin Foundation - Rich Ivory 013: 15 ml,16182,18,9,899
1591,MA-2014-156349,5/26/2022,ML-17395,Tandoori Treats,Restaurants,India,Hyderabad,Telangana,South,FACES-34632602,Beauty & Cosmetics,Face,Faces Canada Weightless Matte Finish Compact Powder – Natural : 9 gm,5400,24,6,225
1592,MA-2014-156349,5/26/2022,ML-17395,Tandoori Treats,Restaurants,India,Hyderabad,Telangana,South,LAKME-34632603,Beauty & Cosmetics,Face,Lakme Rose Face Powder With Sunscreen - Soft Pink : 40 gms,5400,24,6,225
1593,MA-2014-156349,5/26/2022,ML-17395,Tandoori Treats,Restaurants,India,Hyderabad,Telangana,South,LAKME-34632604,Beauty & Cosmetics,Face,Lakme Sun Expert Ultra Matte SPF 40 PA+++ Compact : 7 gms,7475,23,7,325
1594,MA-2017-138380,12/21/2023,YS-21880,Urban Tandoor 2,Restaurants,India,Gurgaon,Haryana,North,LAKME-34632605,Beauty & Cosmetics,Face,Lakme 9to5 Matte Complexion Compact - Melon : 8 gms,12579,21,7,599
1595,PU-2016-113509,3/15/2022,PL-18925,BrightMart Plus,Super Store,India,Faridabad,Haryana,North,MAYBELLINE-34632606,Beauty & Cosmetics,Face,Maybelline Fit Me Compact - 310 Sun Beige : 6 gm,5649,21,10,269
1596,KE-2015-130022,8/10/2023,JK-16120,Regal Choice Superstore,Super Store,India,Pune,Maharashtra,West,LAKME-34632607,Beauty & Cosmetics,Face,Lakme Perfect Radiance Compact - Golden Medium 03 : 8 gms,6500,26,9,250
1597,KE-2015-130022,8/10/2023,JK-16120,Regal Choice Superstore,Super Store,India,Pune,Maharashtra,West,BLUE-34632608,Beauty & Cosmetics,Face,Blue Heaven Flaw Finishing Compact - Powder Natural : 20 gms,1500,10,6,150
1598,KE-2015-130022,8/10/2023,JK-16120,Regal Choice Superstore,Super Store,India,Pune,Maharashtra,West,BLUE-34632609,Beauty & Cosmetics,Face,Blue Heaven Pearl Glow Compact - Honey Medium : 9 gms,2730,21,8,130
1599,MA-2016-118780,9/10/2022,PN-18775,MetroMax Superstore,Super Store,India,Patna,Bihar,East,LOTUS-34632610,Beauty & Cosmetics,Face,Lotus Make-Up Naturalblend Ivory 570 Compact : 10 gms,13473,27,10,499
1600,MA-2016-118780,9/10/2022,PN-18775,MetroMax Superstore,Super Store,India,Patna,Bihar,East,INSIGHT-34632611,Beauty & Cosmetics,Face,Insight Pro Concealer Palette - Concealer : 15 gms,3450,15,6,230
1601,TA-2017-108560,7/8/2023,JC-15385,Green Farms Market,Retailer,India,Chennai,Tamil Nadu,South,INSIGHT-34632612,Beauty & Cosmetics,Face,Insight Pro Concealer Palette - Corrector : 15 gms,5980,26,6,230
1602,TA-2017-108560,7/8/2023,JC-15385,Green Farms Market,Retailer,India,Chennai,Tamil Nadu,South,MAYBELLINE-34632613,Beauty & Cosmetics,Face,Maybelline New York Fit Me Concealer - 30 Honey : 6.8 ml,11980,20,9,599
1603,TA-2017-108560,7/8/2023,JC-15385,Green Farms Market,Retailer,India,Chennai,Tamil Nadu,South,INSIGHT-34632614,Beauty & Cosmetics,Face,Insight Hd Conceal - 04 Golden Sand : 8 gms,5590,26,7,215
1604,TA-2017-108560,7/8/2023,JC-15385,Green Farms Market,Retailer,India,Chennai,Tamil Nadu,South,INSIGHT-34632615,Beauty & Cosmetics,Face,Insight Hd Conceal - 01 Sun Beige : 8 gms,3870,18,9,215
1605,MA-2015-157084,12/19/2023,JG-15160,Taste of Tradition Mart,Retailer,India,Lucknow,Uttar Pradesh,North,INSIGHT-34632616,Beauty & Cosmetics,Face,Insight HD Concealer - (CR-111) LN 10 : 9 gms,5940,22,6,270
1606,MA-2015-157084,12/19/2023,JG-15160,Taste of Tradition Mart,Retailer,India,Lucknow,Uttar Pradesh,North,FACES-34632617,Beauty & Cosmetics,Face,Faces Canada Ultime Pro HD Concealer - Toffee Love : 3.8 ml,13176,24,9,549
1607,MA-2015-164539,11/16/2023,PO-19180,The Market Hub,Super Store,India,Gurgaon,Haryana,North,GARNIER-34632618,Beauty & Cosmetics,Face,Garnier Bright Complete 30x Vitamin C Booster Face Serum : 15 ml,4784,16,1,299
1608,MA-2015-143119,9/24/2023,MC-17275,The Fresh Harvest Store,Retailer,India,Prayagraj,Uttar Pradesh,North,PILGRIM-34632619,Beauty & Cosmetics,Face,Pilgrim 24K Gold Serum : 20 ml,9730,14,8,695
1609,PU-2017-101049,6/21/2023,AS-10240,Swadesh Spice Grocers,Retailer,India,Bhubaneswar,Odisha,East,PLUM-34632620,Beauty & Cosmetics,Face,Plum Vitamin C Face Serum With Mandarin : 20 ml,6050,11,10,550
1610,PU-2017-101049,6/21/2023,AS-10240,Swadesh Spice Grocers,Retailer,India,Bhubaneswar,Odisha,East,LAKME-34632621,Beauty & Cosmetics,Face,Lakme 9to5 Vitamin C+ Facial Serum : 30 ml,12980,20,8,649
1611,PU-2016-106530,5/8/2022,CL-12565,Simply Organic Mart,Retailer,India,Dehradun,Uttarakhand,North,WOW-34632622,Beauty & Cosmetics,Face,WOW Skin Science Vit C Face Serum : 30 ml,11883,17,8,699
1612,PU-2016-106530,5/8/2022,CL-12565,Simply Organic Mart,Retailer,India,Dehradun,Uttarakhand,North,NEUTROGENA-34632623,Beauty & Cosmetics,Face,Neutrogena Bright Boost Illuminating Face Serum : 30 ml,17550,13,10,1350
1613,PU-2016-106530,5/8/2022,CL-12565,Simply Organic Mart,Retailer,India,Dehradun,Uttarakhand,North,PLUM-34632624,Beauty & Cosmetics,Face,Plum Bakuchiol & Retinol 1% Serum : 20 ml,11550,21,8,550
1614,PU-2016-106530,5/8/2022,CL-12565,Simply Organic Mart,Retailer,India,Dehradun,Uttarakhand,North,OLAY-34632625,Beauty & Cosmetics,Face,Olay Total Effects 7InOne Daily Serum : 50 ml,10989,11,6,999
1615,PU-2016-106530,5/8/2022,CL-12565,Simply Organic Mart,Retailer,India,Dehradun,Uttarakhand,North,FACES-34632626,Beauty & Cosmetics,Face,Faces Canada Pink Aloe Vera Hydration Face Serum : 27 ml,9882,18,10,549
1616,KE-2014-168984,11/26/2022,NW-18400,Pure Harvest Organics,Retailer,India,Surat,Gujarat,West,SOULFLOWER-34632627,Beauty & Cosmetics,Face,Soulflower Brightening Wand Face Serum : 15 ml,8550,19,7,450
1617,KE-2014-168984,11/26/2022,NW-18400,Pure Harvest Organics,Retailer,India,Surat,Gujarat,West,LAKME-34632628,Beauty & Cosmetics,Face,Lakme Absolute Youth Infinity Serum : 15 ml,10978,22,10,499
1618,KE-2014-168984,11/26/2022,NW-18400,Pure Harvest Organics,Retailer,India,Surat,Gujarat,West,AMUL-32467832,Dairy & Beverages,Dairy,Amul Taaza Toned Milk : 200 ml,224,14,9,16
1619,RA-2016-157266,5/26/2022,TB-21280,Greenfields Grocery,Retailer,India,Vadodara,Gujarat,West,AMUL-32467833,Dairy & Beverages,Dairy,Amul Taaza Toned Milk : 1 Litre x 12 Units,9768,11,10,888
1620,RA-2016-157266,5/26/2022,TB-21280,Greenfields Grocery,Retailer,India,Vadodara,Gujarat,West,MILKY-32467834,Dairy & Beverages,Dairy,Milky Mist UHT Sterilized Toned Milk : 1 Litre,1680,21,7,80
1621,RA-2016-157266,5/26/2022,TB-21280,Greenfields Grocery,Retailer,India,Vadodara,Gujarat,West,AMUL-32467835,Dairy & Beverages,Dairy,Amul Gold Homogenised Standardised Milk : 1 Litre,1280,16,10,80
1622,RA-2016-157266,5/26/2022,TB-21280,Greenfields Grocery,Retailer,India,Vadodara,Gujarat,West,NANDINI-32467836,Dairy & Beverages,Dairy,Nandini Good Life Toned Milk : 1 Litre,1241,17,7,73
1623,TA-2015-111829,3/19/2023,FH-14365,The Hungry Fork,Restaurants,India,Jalandhar,Punjab,North,AMUL-32467837,Dairy & Beverages,Dairy,Amul Slim-n-Trim Skimmed Milk : 1 Litre,2000,25,7,80
1624,TA-2015-111829,3/19/2023,FH-14365,The Hungry Fork,Restaurants,India,Jalandhar,Punjab,North,NESTLE-32467838,Dairy & Beverages,Dairy,Nestle A+ Toned Milk : 1 Litre,1776,16,7,111
1625,TA-2015-111829,3/19/2023,FH-14365,The Hungry Fork,Restaurants,India,Jalandhar,Punjab,North,MOTHER-32467839,Dairy & Beverages,Dairy,Mother Dairy Toned Milk : 1 Litre,962,13,8,74
1626,PU-2015-105221,11/1/2023,VM-21685,UrbanBazaar Mart,Super Store,India,Panaji,Goa,West,RAW-32467840,Dairy & Beverages,Dairy,Raw Pressery Almond Milk Plain (Unsweetened) : 1 Litre,4225,13,10,325
1627,PU-2015-105221,11/1/2023,VM-21685,UrbanBazaar Mart,Super Store,India,Panaji,Goa,West,AMUL-32467841,Dairy & Beverages,Dairy,Amul Kool Kesar Milk : 180 ml,650,26,8,25
1628,PU-2015-120341,9/26/2023,SF-20200,Shree Desi Essentials,Retailer,India,Nagpur,Maharashtra,West,AMUL-32467842,Dairy & Beverages,Dairy,Amul Kool Badam Milk : 180 ml,475,19,7,25
1629,PU-2015-120341,9/26/2023,SF-20200,Shree Desi Essentials,Retailer,India,Nagpur,Maharashtra,West,SOFIT-32467843,Dairy & Beverages,Dairy,Sofit Soya Drink Vanilla : 1 Litre,2170,14,10,155
1630,MA-2014-135699,8/29/2022,HH-15010,Pappadam Plaza,Restaurants,India,Gwalior,Madhya Pradesh,Central,AMUL-32467844,Dairy & Beverages,Dairy,Amul Kool Cafe Milk : 200 ml,480,16,9,30
1631,MA-2014-135699,8/29/2022,HH-15010,Pappadam Plaza,Restaurants,India,Gwalior,Madhya Pradesh,Central,AMUL-32467845,Dairy & Beverages,Dairy,Amul Kool Elaichi Milk : 180 ml,275,11,9,25
1632,TA-2017-132444,11/18/2023,CD-12280,Spice Bazaar Mart,Retailer,India,Vadodara,Gujarat,West,CAVIN'S-32467846,Dairy & Beverages,Dairy,Cavin's Chocolate Milkshake : 1 Litre,5520,23,6,240
1633,TA-2017-132444,11/18/2023,CD-12280,Spice Bazaar Mart,Retailer,India,Vadodara,Gujarat,West,SOFIT-32467847,Dairy & Beverages,Dairy,Sofit Soya Drink Naturally Sugar Free : 1 Litre,2790,18,7,155
1634,TA-2017-132444,11/18/2023,CD-12280,Spice Bazaar Mart,Retailer,India,Vadodara,Gujarat,West,CAVIN'S-32467848,Dairy & Beverages,Dairy,Cavin's Vanilla Milkshake : 1 Litre,2880,12,8,240
1635,TA-2017-132444,11/18/2023,CD-12280,Spice Bazaar Mart,Retailer,India,Vadodara,Gujarat,West,AMUL-32467849,Dairy & Beverages,Dairy,Amul Kool Rose Milk : 180 ml,525,21,8,25
1636,TA-2017-132444,11/18/2023,CD-12280,Spice Bazaar Mart,Retailer,India,Vadodara,Gujarat,West,NESTLÉ-32467850,Dairy & Beverages,Dairy,Nestlé Slim Milk : 1 Litre,1600,16,6,100
1637,GU-2014-127159,5/12/2022,HL-15040,Earth’s Bounty Grocery,Retailer,India,Jodhpur,Rajasthan,West,AMUL-32467851,Dairy & Beverages,Dairy,Amul Lactose Free Milk : 200 ml,600,24,4,25
1638,MA-2017-161809,1/20/2023,TH-21100,The Daily Harvest Store,Retailer,India,Faridabad,Haryana,North,GOVIND-32467852,Dairy & Beverages,Dairy,Govind Funzz Pista Flavoured Milk Bottle : 200 ml,360,12,5,30
1639,TA-2017-127285,10/30/2023,MM-18055,Annapurna Essentials Store,Retailer,India,Vijayawada,Andhra Pradesh,South,GOVIND-32467853,Dairy & Beverages,Dairy,Govind Funzz Mango Flavored Milk Bottle : 200 ml,660,22,7,30
1640,TA-2017-127285,10/30/2023,MM-18055,Annapurna Essentials Store,Retailer,India,Vijayawada,Andhra Pradesh,South,CHITALE-32467854,Dairy & Beverages,Dairy,Chitale Flavoured Milk Butterscotch : 200 ml,600,20,10,30
1641,PU-2017-144526,4/30/2023,QJ-19255,Basil & Bayleaf,Restaurants,India,Kochi,Kerala,South,GOVIND-32467855,Dairy & Beverages,Dairy,Govind Funzz Butterscotch Flavoured Milk Bottle : 200 ml,300,10,5,30
1642,PU-2017-144526,4/30/2023,QJ-19255,Basil & Bayleaf,Restaurants,India,Kochi,Kerala,South,GOVIND-32467856,Dairy & Beverages,Dairy,Govind Funzz Chocolate Flavored Milk Bottle : 200 ml,390,13,10,30
1643,UT-2016-128531,11/24/2022,NS-18505,Fresh Grain Mart,Retailer,India,Vijayawada,Andhra Pradesh,South,GOVIND-32467857,Dairy & Beverages,Dairy,Govind Kesar Flavoured Double Toned Milk Bottle : 200 ml,360,12,8,30
1644,UT-2016-128531,11/24/2022,NS-18505,Fresh Grain Mart,Retailer,India,Vijayawada,Andhra Pradesh,South,CHITALE-32467858,Dairy & Beverages,Dairy,Chitale Flavoured Milk - Coffee : 200 ml,385,11,6,35
1645,UT-2016-128531,11/24/2022,NS-18505,Fresh Grain Mart,Retailer,India,Vijayawada,Andhra Pradesh,South,AMUL-32467859,Dairy & Beverages,Dairy,Amul Basundi Kesar Elaichi : 1 Litre,2535,13,10,195
1646,UT-2016-128531,11/24/2022,NS-18505,Fresh Grain Mart,Retailer,India,Vijayawada,Andhra Pradesh,South,CHITALE-32467860,Dairy & Beverages,Dairy,Chitale Flavoured Milk Rose : 200 ml,390,13,8,30
1647,UT-2016-128531,11/24/2022,NS-18505,Fresh Grain Mart,Retailer,India,Vijayawada,Andhra Pradesh,South,AMUL-32467861,Dairy & Beverages,Dairy,Amul Kadhai Doodh : 200 ml,750,25,6,30
1648,UT-2016-128531,11/24/2022,NS-18505,Fresh Grain Mart,Retailer,India,Vijayawada,Andhra Pradesh,South,AMUL-32467862,Dairy & Beverages,Dairy,Amul Butter : 500 gms,7125,25,8,285
1649,MA-2015-157154,1/10/2023,MM-17920,Daily Market Grocers,Retailer,India,Lucknow,Uttar Pradesh,North,MOTHER-32467863,Dairy & Beverages,Dairy,Mother Dairy Pasteurized Butter : 500 gms,4560,16,7,285
1650,UT-2017-159457,10/19/2023,RD-19480,Nature’s Spice House,Retailer,India,Kochi,Kerala,South,AMUL-32467864,Dairy & Beverages,Dairy,Amul Garlic & Herbs Buttery Spread : 100 gms,1235,19,9,65
1651,PU-2016-107615,3/22/2022,RB-19645,The Curry Pot,Restaurants,India,Ludhiana,Punjab,North,AMUL-32467865,Dairy & Beverages,Dairy,Amul Butter School Pack : 100 gms,1890,27,6,70
1652,UT-2017-111647,7/3/2023,RD-19585,Fresh Harvest Groceries,Retailer,India,Varanasi,Uttar Pradesh,North,AMUL-32467866,Dairy & Beverages,Dairy,Amul Butter Unsalted : 500 gms,5900,20,10,295
1653,GU-2015-150560,12/11/2023,SW-20455,The Spice Haven,Retailer,India,Kochi,Kerala,South,NUTRALITE-32467867,Dairy & Beverages,Dairy,Nutralite Fat Spread Tub : 500 gms,6440,23,6,280
1654,UT-2015-143077,9/17/2023,SF-20965,Top Chef Kitchen,Restaurants,India,Prayagraj,Uttar Pradesh,North,CHITALE-32467868,Dairy & Beverages,Dairy,Chitale Pasteurised Table Butter : 500 gms,6600,24,7,275
1655,UT-2015-143077,9/17/2023,SF-20965,Top Chef Kitchen,Restaurants,India,Prayagraj,Uttar Pradesh,North,DELICIOUS-32467869,Dairy & Beverages,Dairy,Delicious Fat Spread : 500 gms,1196,13,6,92
1656,MA-2016-122728,5/18/2022,EB-13930,Pure & Fresh Grocers,Retailer,India,Bhubaneswar,Odisha,East,NUTRALITE-32467870,Dairy & Beverages,Dairy,Nutralite Fat Spread UKE : 500 gms,4320,16,9,270
1657,MA-2016-122728,5/18/2022,EB-13930,Pure & Fresh Grocers,Retailer,India,Bhubaneswar,Odisha,East,NUTRALITE-32467871,Dairy & Beverages,Dairy,Nutralite Doodh Shakti Butter Spread : 500 gms,3190,11,7,290
1658,PU-2014-122882,9/7/2022,SB-20290,The Pasta Palace,Restaurants,India,Vijayawada,Andhra Pradesh,South,SOCIETY-4832478,Dairy & Beverages,Beverages,Society Tea : 1 kg,16200,27,9,600
1659,PU-2014-122882,9/7/2022,SB-20290,The Pasta Palace,Restaurants,India,Vijayawada,Andhra Pradesh,South,WAGH-4832479,Dairy & Beverages,Beverages,Wagh Bakri Premium Leaf Tea Pouch : 1 kg,16200,27,7,600
1660,PU-2014-122882,9/7/2022,SB-20290,The Pasta Palace,Restaurants,India,Vijayawada,Andhra Pradesh,South,BROOKE-4832480,Dairy & Beverages,Beverages,Brooke Bond Red Label Natural Care Tea : 1 kg,15600,26,9,600
1661,PU-2014-122882,9/7/2022,SB-20290,The Pasta Palace,Restaurants,India,Vijayawada,Andhra Pradesh,South,BROOKE-4832481,Dairy & Beverages,Beverages,Brooke Bond Red Label Tea : 1 kg,10800,18,5,600
1662,MA-2016-101497,9/29/2022,PS-18760,Taste of Home Grocery,Retailer,India,Bhubaneswar,Odisha,East,TATA-4832482,Dairy & Beverages,Beverages,Tata Tea Agni : 1.5 kgs,5525,17,8,325
1663,MA-2016-147585,11/7/2022,CB-12535,Mango Tree Bistro,Restaurants,India,Agra,Uttar Pradesh,North,TAJ-4832483,Dairy & Beverages,Beverages,Taj Mahal Tea : 500 gms,5640,12,8,470
1664,PU-2017-149489,4/24/2023,DK-12835,Flavors of India,Restaurants,India,Jodhpur,Rajasthan,West,GIRNAR-4832484,Dairy & Beverages,Beverages,Girnar Royal Cup Tea : 1 kg,6000,10,8,600
1665,PU-2017-149489,4/24/2023,DK-12835,Flavors of India,Restaurants,India,Jodhpur,Rajasthan,West,TATA-4832485,Dairy & Beverages,Beverages,Tata Tea Premium : 1 kg,14250,25,10,570
1666,PU-2017-149489,4/24/2023,DK-12835,Flavors of India,Restaurants,India,Jodhpur,Rajasthan,West,TATA-4832486,Dairy & Beverages,Beverages,Tata Tea Gold : 1 kg,15600,26,8,600
1667,PU-2017-143798,12/10/2023,AW-10840,Fresh Feast Grocers,Retailer,India,Kanpur,Uttar Pradesh,North,SOCIETY-4832487,Dairy & Beverages,Beverages,Society Masala Flavour Tea Pouch : 1 kg,9800,14,6,700
1668,PU-2017-143798,12/10/2023,AW-10840,Fresh Feast Grocers,Retailer,India,Kanpur,Uttar Pradesh,North,BROOKE-4832488,Dairy & Beverages,Beverages,Brooke Bond Taaza Tea : 1 kg,6250,25,7,250
1669,PU-2014-142839,8/16/2022,TS-21610,The Whole Grain Market,Retailer,India,Indore,Madhya Pradesh,Central,WAGH-4832489,Dairy & Beverages,Beverages,Wagh Bakri Navchetan Tea : 1 kg,4400,20,9,220
1670,HA-2017-129833,12/9/2023,HF-14995,The Village Essentials,Retailer,India,Vijayawada,Andhra Pradesh,South,GIRNAR-4832490,Dairy & Beverages,Beverages,Girnar Royal Assam CTC Leaf Tea Jar : 1 kg,9920,16,8,620
1671,HA-2017-129833,12/9/2023,HF-14995,The Village Essentials,Retailer,India,Vijayawada,Andhra Pradesh,South,WAGH-4832491,Dairy & Beverages,Beverages,Wagh Bakri Spiced Tea : 500 gms,6460,19,7,340
1672,PU-2016-154361,3/14/2022,HZ-14950,Organic Delight Grocery,Retailer,India,Gurgaon,Haryana,North,TATA-4832492,Dairy & Beverages,Beverages,Tata Tea Elaichi Chai : 1 kg,4340,14,4,310
1673,UT-2016-158708,6/26/2022,AB-10255,Vista Mart Superstore,Super Store,India,Ludhiana,Punjab,North,MAHARASHTRA-4832493,Dairy & Beverages,Beverages,Maharashtra Special Tea Jar : 500 gms,4675,17,10,275
1674,RA-2015-156335,9/25/2023,PO-19195,Crystal Peak Supermart,Super Store,India,Faridabad,Haryana,North,SOCIETY-4832494,Dairy & Beverages,Beverages,Society Elaichi Adrak Flavour Tea Pouch : 250 gms,4940,26,6,190
1675,RA-2015-156335,9/25/2023,PO-19195,Crystal Peak Supermart,Super Store,India,Faridabad,Haryana,North,BROOKE-4832495,Dairy & Beverages,Beverages,Brooke Bond Taj Mahal Tea : 100 Tea-Bags,3080,14,10,220
1676,RA-2015-156335,9/25/2023,PO-19195,Crystal Peak Supermart,Super Store,India,Faridabad,Haryana,North,TATA-4832496,Dairy & Beverages,Beverages,Tata Tea Teaveda : 250 gms,2880,18,7,160
1677,MA-2015-148376,12/27/2023,AG-10900,Pure Harvest Mart 3,Retailer,India,Ahmedabad,Gujarat,West,GIRNAR-4832497,Dairy & Beverages,Beverages,Girnar Jumbo Gulabi CTC Leaf Tea : 1 kg,10800,24,8,450
1678,MA-2015-148376,12/27/2023,AG-10900,Pure Harvest Mart 3,Retailer,India,Ahmedabad,Gujarat,West,WAGH-4832498,Dairy & Beverages,Beverages,Wagh Bakri Masala Tea : 200 gms,2550,15,8,170
1679,TA-2014-135657,6/3/2022,SC-20725,Daily Essentials Hub,Retailer,India,Rajkot,Gujarat,West,GIRNAR-4832499,Dairy & Beverages,Beverages,Girnar Cardamom Instant Premix Chai : 140 gms,2100,14,10,150
1680,MA-2015-114069,7/13/2023,ND-18370,Desi Spice Mart,Retailer,India,Indore,Madhya Pradesh,Central,SUPRIYA-4832500,Dairy & Beverages,Beverages,Tea Masala : 50 gms,1265,23,5,55
1681,MA-2015-114069,7/13/2023,ND-18370,Desi Spice Mart,Retailer,India,Indore,Madhya Pradesh,Central,SOCIETY-4832501,Dairy & Beverages,Beverages,Society Chahat Leaf Tea Pouch : 1 kg,5590,26,9,215
1682,UT-2016-106306,3/8/2022,PG-18820,Taste of Tradition Store 2,Retailer,India,Jalandhar,Punjab,North,WAGH-4832502,Dairy & Beverages,Beverages,Wagh Bakri Premix Masala Instant Tea : 140 gms,3750,25,7,150
1683,PU-2015-100545,11/22/2023,IM-15070,Farm to Fork,Retailer,India,Jalandhar,Punjab,North,GOODRICKE-4832503,Dairy & Beverages,Beverages,Goodricke Super Cup Tea : 1 kg,8100,20,10,405
1684,MA-2017-123491,10/30/2023,JK-15205,Green Garden Grocers,Retailer,India,Kochi,Kerala,South,JOSH-4832504,Dairy & Beverages,Beverages,Josh Kadak Tea : 1 kg,5590,26,7,215
1685,MA-2017-123491,10/30/2023,JK-15205,Green Garden Grocers,Retailer,India,Kochi,Kerala,South,TETLEY-4832505,Dairy & Beverages,Beverages,Tetley Green Tea Lemon & Honey : 100 Tea-Bags,11250,18,7,625
